unknown,29,1610,Geo,1706,0.0596273,0.975,1450,true,0.1,1000,10219
unknown,52,7542,Geo,8091,0.0727924,0.975,2600,true,0.1,1000,18701
unknown,120,6942,Geo,7468,0.0757707,0.975,6000,true,0.1,1000,44774
unknown,431,171414,Geo,189729,0.106847,0.975,21550,true,0.1,1000,199682

unknown,29,1610,Geo,1688,0.0484472,0.975,1450,true,0.1,500,9438
unknown,52,7542,Geo,8321,0.103288,0.975,2600,true,0.1,500,17256
unknown,120,6942,Geo,7271,0.0473927,0.975,6000,true,0.1,500,41445
unknown,431,171414,Geo,181365,0.0580524,0.975,21550,true,0.1,500,183885

unknown,29,1610,Geo,1700,0.0559006,0.975,1450,true,0.1,2000,10998
unknown,52,7542,Geo,8061,0.0688146,0.975,2600,true,0.1,2000,19973
unknown,120,6942,Geo,7191,0.0358686,0.975,6000,true,0.1,2000,48095
unknown,431,171414,Geo,192657,0.123928,0.975,21550,true,0.1,2000,214245

unknown,29,1610,Geo,1618,0.00496894,0.975,1450,true,0.1,3000,11482
unknown,52,7542,Geo,7775,0.0308937,0.975,2600,true,0.1,3000,20867
unknown,120,6942,Geo,7510,0.0818208,0.975,6000,true,0.1,3000,50178
unknown,431,171414,Geo,182493,0.064633,0.975,21550,true,0.1,3000,234758


bayg29.json,29,1610,Geo2,1651,0.0254658,0.975,1450,true,0.1,500,741
berlin52.json,52,7542,Geo2,7716,0.0230708,0.975,2600,true,0.1,500,1348
gr120.json,120,6942,Geo2,7504,0.0809565,0.975,6000,true,0.1,500,3233
gr431.json,431,171414,Geo2,187169,0.091912,0.975,21550,true,0.1,500,14478

bayg29.json,29,1610,Geo2,1687,0.0478261,0.975,1450,true,0.1,1000,774
berlin52.json,52,7542,Geo2,7997,0.0603288,0.975,2600,true,0.1,1000,1392
gr120.json,120,6942,Geo2,7576,0.0913281,0.975,6000,true,0.1,1000,3361
gr431.json,431,171414,Geo2,191711,0.118409,0.975,21550,true,0.1,1000,14959

bayg29.json,29,1610,Geo2,1642,0.0198758,0.975,1450,true,0.1,2000,805
berlin52.json,52,7542,Geo2,7930,0.0514452,0.975,2600,true,0.1,2000,1444
gr120.json,120,6942,Geo2,7221,0.0401901,0.975,6000,true,0.1,2000,3480
gr431.json,431,171414,Geo2,188508,0.0997235,0.975,21550,true,0.1,2000,15512

bayg29.json,29,1610,Geo2,1648,0.0236025,0.975,1450,true,0.1,3000,825
berlin52.json,52,7542,Geo2,7983,0.0584726,0.975,2600,true,0.1,3000,1498
gr120.json,120,6942,Geo2,7310,0.0530107,0.975,6000,true,0.1,3000,3624
gr431.json,431,171414,Geo2,190346,0.110446,0.975,21550,true,0.1,3000,16164

bayg29.json,29,1610,Geo2,1662,0.0322981,0.975,1450,true,0.1,5000,827
berlin52.json,52,7542,Geo2,7929,0.0513126,0.975,2600,true,0.1,5000,1496
gr120.json,120,6942,Geo2,7356,0.059637,0.975,6000,true,0.1,5000,3615
gr431.json,431,171414,Geo2,193100,0.126512,0.975,21550,true,0.1,5000,16101

bayg29.json,29,1610,Geo,1681,0.0440994,0.975,1450,true,0.1,5000,12216
berlin52.json,52,7542,Geo,8009,0.0619199,0.975,2600,true,0.1,5000,22051
gr120.json,120,6942,Geo,7465,0.0753385,0.975,6000,true,0.1,5000,53104
gr431.json,431,171414,Geo,184265,0.0749705,0.975,21550,true,0.1,5000,236710

tmulti 50
bayg29.json,29,1610,Geo2,1717,0.0664596,0.975,1450,true,0.1,1450,787
berlin52.json,52,7542,Geo2,7542,0,0.975,2600,true,0.1,2600,1430
gr120.json,120,6942,Geo2,7227,0.0410545,0.975,6000,true,0.1,6000,3550
gr431.json,431,171414,Geo2,198830,0.15994,0.975,21550,true,0.1,21550,16949
tmulti 100
bayg29.json,29,1610,Geo2,1637,0.0167702,0.975,1450,true,0.1,2900,790
berlin52.json,52,7542,Geo2,7879,0.0446831,0.975,2600,true,0.1,5200,1474
gr120.json,120,6942,Geo2,7489,0.0787957,0.975,6000,true,0.1,12000,3670
gr431.json,431,171414,Geo2,189587,0.106018,0.975,21550,true,0.1,43100,17520
tmulti 200
bayg29.json,29,1610,Geo2,1626,0.00993789,0.975,5800,true,0.1,2900,3103
berlin52.json,52,7542,Geo2,7863,0.0425617,0.975,10400,true,0.1,5200,5849
gr120.json,120,6942,Geo2,7428,0.0700086,0.975,24000,true,0.1,12000,14535
gr431.json,431,171414,Geo2,187131,0.0916903,0.975,86200,true,0.1,43100,69733
bayg29.json,29,1610,Geo2,1665,0.0341615,0.975,5800,true,0.1,2900,3115
